hours_studied,attendance,parental_involvement,access_to_resources,extracurricular_activities,sleep_hours,previous_scores,motivation_level,internet_access,tutoring_sessions,family_income,teacher_quality,school_type,peer_influence,physical_activity,learning_disabilities,parental_education_level,distance_from_home,gender,exam_score,gender_Female,gender_Male,school_type_Private,school_type_Public,peer_influence_Negative,peer_influence_Neutral,peer_influence_Positive,internet_access_No,internet_access_Yes,parental_involvement_encoded,access_to_resources_encoded,motivation_level_encoded,family_income_encoded,teacher_quality_encoded,study_level,attendance_level,sleep_category,hours_studied_scaled,attendance_scaled,sleep_hours_scaled,previous_scores_scaled,tutoring_sessions_scaled,study_effort,learning_efficiency,activity_study_balance,tutoring_study_impact
21,77,Low,Medium,Yes,7,90,Medium,Yes,4,Medium,Medium,Private,Neutral,3,No,Postgraduate,Moderate,Male,68,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,1,1,1,High,Average,Normal Sleep,0.17105954755967837,-0.25786360410635406,-0.01979557715729433,1.0368626593227803,2.0368366276453838,1617,1890,63,84
18,81,High,Low,Yes,8,71,Medium,Yes,0,Medium,Medium,Public,Neutral,3,No,High School,Moderate,Female,65,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2,0,1,1,1,Medium,Average,Healthy Sleep,-0.329763390723983,0.08855868794949777,0.6613991013752177,-0.2827014097854482,-1.213934457288018,1458,1278,54,0
21,72,Medium,Medium,Yes,5,57,Medium,Yes,1,High,Medium,Public,Neutral,5,Yes,College,Moderate,Male,64,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,1,1,2,1,High,Average,Low Sleep,0.17105954755967837,-0.6908914691761688,-1.3821849342223185,-1.2550117764967745,-0.40124168605466753,1512,1197,105,21
8,61,Medium,Medium,Yes,7,54,Medium,Yes,1,High,Medium,Public,Positive,3,No,College,Near,Male,60,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,1,1,2,1,Low,Poor,Normal Sleep,-1.9991731850028542,-1.6435527723297614,-0.01979557715729433,-1.4633639979349158,-0.40124168605466753,488,432,24,8
19,69,Medium,High,Yes,7,82,High,Yes,1,Low,Medium,Public,Negative,2,No,High School,Near,Male,65,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,2,2,0,1,Medium,Poor,Normal Sleep,-0.16282241129609587,-0.9507081882180577,-0.01979557715729433,0.48125673548773673,-0.40124168605466753,1311,1558,38,19
22,71,High,Medium,No,6,79,High,Yes,1,Low,Low,Public,Positive,3,No,High School,Near,Male,66,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2,1,2,0,0,High,Average,Normal Sleep,0.3380005269875655,-0.7774970421901317,-0.7009902556898064,0.27290451404959537,-0.40124168605466753,1562,1738,66,22
29,78,High,High,Yes,4,93,Low,Yes,5,Medium,High,Public,Neutral,3,No,College,Near,Male,74,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2,2,0,1,2,High,Average,Low Sleep,1.5065873829827754,-0.1712580310923911,-2.0633796127548307,1.2452148807609216,2.849529398878734,2262,2697,87,145
17,67,Medium,Medium,Yes,5,52,High,Yes,2,Medium,Medium,Private,Negative,3,No,High School,Far,Female,62,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1,2,1,1,Medium,Poor,Low Sleep,-0.49670437015187013,-1.1239193342459837,-1.3821849342223185,-1.6022654788936768,0.41145108517868284,1139,884,51,34
15,95,Medium,Medium,No,7,93,Medium,Yes,2,Low,Medium,Public,Positive,4,No,College,Moderate,Male,70,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,1,1,0,1,Medium,Good,Normal Sleep,-0.8305863290076444,1.3010367101449791,-0.01979557715729433,1.2452148807609216,0.41145108517868284,1425,1395,60,30
17,88,Medium,High,Yes,7,94,Low,Yes,0,Medium,Medium,Public,Neutral,3,No,High School,Near,Male,69,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,2,0,1,1,Medium,Good,Normal Sleep,-0.49670437015187013,0.6947976990472384,-0.01979557715729433,1.314665621240302,-1.213934457288018,1496,1598,51,0
25,63,Medium,High,Yes,7,72,Medium,Yes,3,Medium,High,Private,Negative,4,No,College,Far,Male,67,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,2,1,1,2,High,Poor,Normal Sleep,0.8388234652712269,-1.4703416263018354,-0.01979557715729433,-0.21325066930606779,1.2241438564120333,1575,1800,100,75
22,86,Low,Low,No,6,54,Medium,Yes,2,Medium,Medium,Public,Neutral,0,No,High School,Moderate,Male,64,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,0,1,1,1,High,Good,Normal Sleep,0.3380005269875655,0.5215865530193126,-0.7009902556898064,-1.4633639979349158,0.41145108517868284,1892,1188,0,44
17,86,Medium,High,No,5,97,High,Yes,3,High,Medium,Public,Neutral,3,No,College,Near,Male,71,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,2,2,2,1,Medium,Good,Low Sleep,-0.49670437015187013,0.5215865530193126,-1.3821849342223185,1.5230178426784435,1.2241438564120333,1462,1649,51,51
23,98,Medium,Low,Yes,7,54,Low,Yes,0,Medium,Medium,Public,Negative,3,No,College,Near,Female,68,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0,1,1,High,Good,Normal Sleep,0.5049415064154527,1.5608534291868679,-0.01979557715729433,-1.4633639979349158,-1.213934457288018,2254,1242,69,0
21,60,High,Medium,No,7,80,Medium,Yes,0,Medium,High,Public,Neutral,4,Yes,College,Near,Male,64,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2,1,1,1,2,High,Poor,Normal Sleep,0.17105954755967837,-1.7301583453437241,-0.01979557715729433,0.3423552545289758,-1.213934457288018,1260,1680,84,0
26,70,Medium,Low,Yes,8,75,Medium,Yes,1,Medium,Low,Private,Neutral,4,Yes,High School,Far,Female,63,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0,1,1,0,High,Poor,Healthy Sleep,1.005764444699114,-0.8641026152040947,0.6613991013752177,-0.0048984478679264375,-0.40124168605466753,1820,1950,104,26
16,97,Medium,Medium,Yes,6,92,Low,Yes,0,High,Medium,Private,Positive,4,No,College,Near,Male,71,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1,1,0,2,1,Medium,Good,Normal Sleep,-0.6636453495797573,1.474247856172905,-0.7009902556898064,1.175764140281541,-1.213934457288018,1552,1472,64,0
18,97,High,Medium,Yes,4,75,Low,Yes,0,Low,Medium,Public,Positive,3,No,High School,Moderate,Male,69,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2,1,0,0,1,Medium,Good,Low Sleep,-0.329763390723983,1.474247856172905,-2.0633796127548307,-0.0048984478679264375,-1.213934457288018,1746,1350,54,0
18,89,High,Medium,Yes,4,73,Medium,Yes,3,High,Medium,Private,Positive,2,No,College,Near,Female,100,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2,1,1,2,1,Medium,Good,Low Sleep,-0.329763390723983,0.7814032720612014,-2.0633796127548307,-0.14379992882668732,1.2241438564120333,1602,1314,36,54
11,91,Medium,Medium,No,6,94,Medium,Yes,3,Medium,Medium,Public,Neutral,3,No,College,Moderate,Male,68,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,1,1,1,1,Medium,Good,Normal Sleep,-1.498350246719193,0.9546144180891273,-0.7009902556898064,1.314665621240302,1.2241438564120333,1001,1034,33,33
22,64,Low,Medium,No,7,98,Low,No,1,Medium,Medium,Public,Negative,3,No,High School,Near,Male,62,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,1,0,1,1,High,Poor,Normal Sleep,0.3380005269875655,-1.3837360532878724,-0.01979557715729433,1.5924685831578238,-0.40124168605466753,1408,2156,66,22
22,81,Medium,Medium,Yes,7,77,Low,Yes,2,Medium,Medium,Public,Positive,3,No,Postgraduate,Far,Female,68,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,1,0,1,1,High,Average,Normal Sleep,0.3380005269875655,0.08855868794949777,-0.01979557715729433,0.13400303309083447,0.41145108517868284,1782,1694,66,44
20,69,High,High,Yes,6,73,Medium,Yes,2,Low,Medium,Private,Positive,3,No,High School,Far,Male,66,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2,2,1,0,1,Medium,Poor,Normal Sleep,0.0041185681317912485,-0.9507081882180577,-0.7009902556898064,-0.14379992882668732,0.41145108517868284,1380,1460,60,40
19,67,Low,Medium,No,5,92,High,Yes,0,Medium,Medium,Public,Positive,3,No,College,Near,Male,64,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,1,2,1,1,Medium,Poor,Low Sleep,-0.16282241129609587,-1.1239193342459837,-1.3821849342223185,1.175764140281541,-1.213934457288018,1273,1748,57,0
12,92,Medium,Medium,No,4,92,High,Yes,2,Medium,High,Public,Neutral,3,Yes,High School,Moderate,Male,67,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,1,2,1,2,Medium,Good,Low Sleep,-1.3314092672913058,1.0412199911030902,-2.0633796127548307,1.175764140281541,0.41145108517868284,1104,1104,36,24
17,65,Medium,High,Yes,8,66,Medium,Yes,1,High,High,Public,Neutral,4,Yes,Postgraduate,Moderate,Female,65,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,2,1,2,2,Medium,Poor,Healthy Sleep,-0.49670437015187013,-1.2971304802739094,0.6613991013752177,-0.6299551121823505,-0.40124168605466753,1105,1122,68,17
18,79,Medium,Medium,Yes,7,79,Medium,Yes,0,Low,High,Private,Neutral,3,No,College,Far,Male,65,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1,1,0,2,Medium,Average,Normal Sleep,-0.329763390723983,-0.08465245807842814,-0.01979557715729433,0.27290451404959537,-1.213934457288018,1422,1422,54,0
15,98,High,Medium,No,6,58,High,Yes,0,Low,High,Public,Positive,3,No,College,Near,Male,69,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2,1,2,0,2,Medium,Good,Normal Sleep,-0.8305863290076444,1.5608534291868679,-0.7009902556898064,-1.185561036017394,-1.213934457288018,1470,870,45,0
19,67,Medium,Medium,No,5,82,High,Yes,1,Low,Low,Private,Negative,3,No,High School,Near,Male,63,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1,2,0,0,Medium,Poor,Low Sleep,-0.16282241129609587,-1.1239193342459837,-1.3821849342223185,0.48125673548773673,-0.40124168605466753,1273,1558,57,19
22,99,Medium,Low,Yes,6,92,Low,Yes,3,Medium,Medium,Public,Negative,4,No,Postgraduate,Moderate,Male,72,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0,1,1,High,Good,Normal Sleep,0.3380005269875655,1.6474590022008309,-0.7009902556898064,1.175764140281541,1.2241438564120333,2178,2024,88,66
31,100,Medium,Medium,No,7,59,Medium,Yes,2,High,High,Public,Positive,5,No,Postgraduate,Moderate,Male,76,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,1,1,2,2,High,Good,Normal Sleep,1.8404693418385496,1.7340645752147938,-0.01979557715729433,-1.1161102955380136,0.41145108517868284,3100,1829,155,62
21,82,Medium,High,Yes,7,66,High,Yes,3,Low,Medium,Public,Positive,3,Yes,College,Near,Female,69,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,2,2,0,1,High,Average,Normal Sleep,0.17105954755967837,0.17516426096346072,-0.01979557715729433,-0.6299551121823505,1.2241438564120333,1722,1386,63,63
22,67,Medium,Medium,Yes,7,72,High,Yes,3,Low,High,Public,Positive,2,No,Postgraduate,Moderate,Female,67,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,1,2,0,2,High,Poor,Normal Sleep,0.3380005269875655,-1.1239193342459837,-0.01979557715729433,-0.21325066930606779,1.2241438564120333,1474,1584,44,66
20,73,High,Medium,Yes,9,92,Medium,Yes,2,Medium,High,Public,Positive,3,No,College,Near,Male,69,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2,1,1,1,2,Medium,Average,Healthy Sleep,0.0041185681317912485,-0.6042858961622058,1.3425937799077299,1.175764140281541,0.41145108517868284,1460,1840,60,40
8,77,High,Medium,Yes,6,87,Medium,Yes,0,Low,Medium,Public,Neutral,2,No,High School,Moderate,Male,63,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2,1,1,0,1,Low,Average,Normal Sleep,-1.9991731850028542,-0.25786360410635406,-0.7009902556898064,0.828510437884639,-1.213934457288018,616,696,16,0
20,72,Medium,Medium,No,9,66,Medium,Yes,3,Low,High,Private,Positive,3,No,Postgraduate,Near,Male,67,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1,1,1,0,2,Medium,Average,Healthy Sleep,0.0041185681317912485,-0.6908914691761688,1.3425937799077299,-0.6299551121823505,1.2241438564120333,1440,1320,60,60
20,71,Low,High,Yes,7,62,High,Yes,2,Medium,Medium,Public,Negative,5,No,College,Near,Male,66,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,2,2,1,1,Medium,Average,Normal Sleep,0.0041185681317912485,-0.7774970421901317,-0.01979557715729433,-0.9077580740998723,0.41145108517868284,1420,1240,100,40
35,99,High,High,Yes,7,85,Low,Yes,2,Medium,High,Private,Neutral,2,No,Postgraduate,Near,Female,79,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2,2,0,1,2,High,Good,Normal Sleep,2.508233259550098,1.6474590022008309,-0.01979557715729433,0.6896089569258781,0.41145108517868284,3465,2975,70,70
19,66,Medium,Medium,No,8,74,Medium,Yes,1,High,Medium,Public,Neutral,3,No,High School,Near,Female,64,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,1,1,2,1,Medium,Poor,Healthy Sleep,-0.16282241129609587,-1.2105249072599464,0.6613991013752177,-0.07434918834730689,-0.40124168605466753,1254,1406,57,19
22,89,High,High,Yes,6,80,Medium,Yes,1,High,High,Public,Positive,3,No,High School,Near,Female,73,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2,2,1,2,2,High,Good,Normal Sleep,0.3380005269875655,0.7814032720612014,-0.7009902556898064,0.3423552545289758,-0.40124168605466753,1958,1760,66,22
20,60,Low,High,No,7,82,High,Yes,2,Low,High,Public,Positive,4,Yes,High School,Near,Male,63,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,2,2,0,2,Medium,Poor,Normal Sleep,0.0041185681317912485,-1.7301583453437241,-0.01979557715729433,0.48125673548773673,0.41145108517868284,1200,1640,80,40
13,84,Medium,Medium,No,5,78,Medium,Yes,1,Low,High,Public,Positive,2,No,High School,Near,Male,65,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,1,1,0,2,Medium,Average,Low Sleep,-1.1644682878634187,0.34837540699138664,-1.3821849342223185,0.2034537735702149,-0.40124168605466753,1092,1014,26,13
27,97,Low,High,Yes,8,81,Medium,Yes,0,High,Medium,Public,Positive,5,No,High School,Near,Female,73,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,2,1,2,1,High,Good,Healthy Sleep,1.1727054241270012,1.474247856172905,0.6613991013752177,0.41180599500835624,-1.213934457288018,2619,2187,135,0
25,72,High,High,Yes,8,94,Low,Yes,2,Low,Medium,Private,Positive,4,No,College,Moderate,Female,70,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2,2,0,0,1,High,Average,Healthy Sleep,0.8388234652712269,-0.6908914691761688,0.6613991013752177,1.314665621240302,0.41145108517868284,1800,2350,100,50
25,67,High,Medium,No,9,93,High,Yes,2,Low,High,Public,Positive,3,Yes,High School,Near,Female,68,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2,1,2,0,2,High,Poor,Healthy Sleep,0.8388234652712269,-1.1239193342459837,1.3425937799077299,1.2452148807609216,0.41145108517868284,1675,2325,75,50
15,86,Medium,Medium,Yes,7,57,Medium,Yes,1,Medium,Medium,Public,Negative,3,No,College,Near,Male,65,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,1,1,1,1,Medium,Good,Normal Sleep,-0.8305863290076444,0.5215865530193126,-0.01979557715729433,-1.2550117764967745,-0.40124168605466753,1290,855,45,15
28,89,Low,High,Yes,9,79,High,Yes,0,Low,Medium,Private,Positive,1,No,College,Moderate,Female,71,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0,2,2,0,1,High,Good,Healthy Sleep,1.3396464035548883,0.7814032720612014,1.3425937799077299,0.27290451404959537,-1.213934457288018,2492,2212,28,0
12,88,Low,Medium,No,6,72,Low,Yes,2,Medium,Medium,Public,Positive,2,No,College,Far,Male,64,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,1,0,1,1,Medium,Good,Normal Sleep,-1.3314092672913058,0.6947976990472384,-0.7009902556898064,-0.21325066930606779,0.41145108517868284,1056,864,24,24
24,73,Medium,High,Yes,8,64,Medium,Yes,4,High,Medium,Private,Neutral,3,Yes,College,Moderate,Male,68,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,2,1,2,1,High,Average,Healthy Sleep,0.6718824858433398,-0.6042858961622058,0.6613991013752177,-0.7688565931411113,2.0368366276453838,1752,1536,72,96
33,70,Medium,Medium,Yes,6,82,Low,Yes,1,Low,High,Public,Neutral,4,No,College,Near,Male,69,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,1,0,0,2,High,Poor,Normal Sleep,2.174351300694324,-0.8641026152040947,-0.7009902556898064,0.48125673548773673,-0.40124168605466753,2310,2706,132,33
14,98,Medium,Medium,No,7,76,Medium,Yes,0,Medium,High,Private,Positive,4,No,College,Moderate,Female,69,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1,1,1,1,2,Medium,Good,Normal Sleep,-0.9975273084355315,1.5608534291868679,-0.01979557715729433,0.06455229261145401,-1.213934457288018,1372,1064,56,0
17,97,Medium,Medium,No,8,89,Medium,Yes,1,Low,Unknown,Public,Neutral,4,No,High School,Far,Male,69,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,1,1,0,-1,Medium,Good,Healthy Sleep,-0.49670437015187013,1.474247856172905,0.6613991013752177,0.9674119188433998,-0.40124168605466753,1649,1513,68,17
21,78,Medium,Medium,Yes,10,55,Medium,Yes,1,High,Low,Private,Positive,2,No,College,Near,Male,67,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1,1,1,2,0,High,Average,Healthy Sleep,0.17105954755967837,-0.1712580310923911,2.023788458440242,-1.3939132574555355,-0.40124168605466753,1638,1155,42,21
17,94,Low,Medium,Yes,8,65,Low,Yes,4,Medium,Medium,Public,Neutral,6,No,High School,Far,Female,68,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,1,0,1,1,Medium,Good,Healthy Sleep,-0.49670437015187013,1.2144311371310161,0.6613991013752177,-0.6994058526617309,2.0368366276453838,1598,1105,102,68
11,78,Medium,High,Yes,8,51,Medium,Yes,2,Low,Medium,Public,Neutral,3,No,Postgraduate,Near,Male,64,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,2,1,0,1,Medium,Average,Healthy Sleep,-1.498350246719193,-0.1712580310923911,0.6613991013752177,-1.6717162193730573,0.41145108517868284,858,561,33,22
20,77,Medium,Medium,No,6,87,Low,Yes,0,Low,High,Public,Positive,4,No,High School,Near,Female,66,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,1,0,0,2,Medium,Average,Normal Sleep,0.0041185681317912485,-0.25786360410635406,-0.7009902556898064,0.828510437884639,-1.213934457288018,1540,1740,80,0
14,66,High,Low,No,7,96,Medium,Yes,3,Low,High,Public,Negative,3,No,High School,Near,Male,63,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2,0,1,0,2,Medium,Poor,Normal Sleep,-0.9975273084355315,-1.2105249072599464,-0.01979557715729433,1.453567102199063,1.2241438564120333,924,1344,42,42
23,77,Medium,Medium,Yes,7,79,Medium,Yes,0,Low,High,Public,Neutral,2,No,High School,Moderate,Male,66,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,1,1,0,2,High,Average,Normal Sleep,0.5049415064154527,-0.25786360410635406,-0.01979557715729433,0.27290451404959537,-1.213934457288018,1771,1817,46,0
14,81,Medium,Medium,No,9,81,Medium,Yes,1,Low,High,Private,Negative,3,No,Postgraduate,Near,Female,66,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1,1,0,2,Medium,Average,Healthy Sleep,-0.9975273084355315,0.08855868794949777,1.3425937799077299,0.41180599500835624,-0.40124168605466753,1134,1134,42,14
29,61,Medium,High,Yes,7,52,Low,Yes,3,Low,Medium,Private,Positive,3,No,College,Near,Female,67,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1,2,0,0,1,High,Poor,Normal Sleep,1.5065873829827754,-1.6435527723297614,-0.01979557715729433,-1.6022654788936768,1.2241438564120333,1769,1508,87,87
15,78,High,High,No,9,75,Low,Yes,1,Low,Medium,Public,Negative,1,No,High School,Near,Male,65,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2,2,0,0,1,Medium,Average,Healthy Sleep,-0.8305863290076444,-0.1712580310923911,1.3425937799077299,-0.0048984478679264375,-0.40124168605466753,1170,1125,15,15
18,91,Low,Medium,Yes,5,76,Medium,Yes,1,Medium,Medium,Public,Neutral,3,No,High School,Near,Female,68,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,1,1,1,1,Medium,Good,Low Sleep,-0.329763390723983,0.9546144180891273,-1.3821849342223185,0.06455229261145401,-0.40124168605466753,1638,1368,54,18
25,87,Medium,Low,No,9,52,High,Yes,1,Low,High,Private,Positive,2,No,High School,Near,Male,68,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,2,0,2,High,Good,Healthy Sleep,0.8388234652712269,0.6081921260332754,1.3425937799077299,-1.6022654788936768,-0.40124168605466753,2175,1300,50,25
13,85,High,Medium,No,6,89,Medium,Yes,0,High,Medium,Private,Neutral,1,Yes,High School,Near,Male,65,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2,1,1,2,1,Medium,Average,Normal Sleep,-1.1644682878634187,0.43498098000534957,-0.7009902556898064,0.9674119188433998,-1.213934457288018,1105,1157,13,0
21,96,Medium,Medium,No,8,64,High,Yes,2,Medium,High,Public,Neutral,0,No,College,Near,Male,71,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,1,2,1,2,High,Good,Healthy Sleep,0.17105954755967837,1.3876422831589421,0.6613991013752177,-0.7688565931411113,0.41145108517868284,2016,1344,0,42
28,61,Medium,High,No,6,86,High,Yes,1,Low,Medium,Private,Negative,3,Yes,Postgraduate,Far,Male,65,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,2,2,0,1,High,Poor,Normal Sleep,1.3396464035548883,-1.6435527723297614,-0.7009902556898064,0.7590596974052585,-0.40124168605466753,1708,2408,84,28
10,82,Medium,Low,No,8,70,Medium,Yes,3,Low,High,Public,Positive,1,Yes,Postgraduate,Near,Female,64,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,0,1,0,2,Low,Average,Healthy Sleep,-1.66529122614708,0.17516426096346072,0.6613991013752177,-0.35215215026482866,1.2241438564120333,820,700,10,30
21,91,High,Medium,No,6,100,Medium,Yes,0,High,Medium,Private,Neutral,2,No,Postgraduate,Near,Female,72,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2,1,1,2,1,High,Good,Normal Sleep,0.17105954755967837,0.9546144180891273,-0.7009902556898064,1.7313700641165848,-1.213934457288018,1911,2100,42,0
22,82,Medium,Medium,No,9,61,Medium,Yes,2,Low,Medium,Public,Negative,2,Yes,High School,Near,Female,65,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,1,1,0,1,High,Average,Healthy Sleep,0.3380005269875655,0.17516426096346072,1.3425937799077299,-0.9772088145792527,0.41145108517868284,1804,1342,44,44
25,73,Medium,High,No,8,53,High,No,0,Low,High,Private,Negative,5,No,Postgraduate,Near,Female,66,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1,2,2,0,2,High,Average,Healthy Sleep,0.8388234652712269,-0.6042858961622058,0.6613991013752177,-1.5328147384142963,-1.213934457288018,1825,1325,125,0
13,65,Low,High,No,6,99,Medium,Yes,0,Low,Medium,Private,Negative,4,No,High School,Near,Male,61,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,2,1,0,1,Medium,Poor,Normal Sleep,-1.1644682878634187,-1.2971304802739094,-0.7009902556898064,1.6619193236372043,-1.213934457288018,845,1287,52,0
12,96,Low,High,Yes,8,62,Medium,Yes,2,Medium,High,Public,Negative,3,No,College,Near,Female,68,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,2,1,1,2,Medium,Good,Healthy Sleep,-1.3314092672913058,1.3876422831589421,0.6613991013752177,-0.9077580740998723,0.41145108517868284,1152,744,36,24
23,79,High,High,Yes,8,82,Low,Yes,3,Medium,Medium,Public,Negative,3,Yes,Postgraduate,Moderate,Female,69,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2,2,0,1,1,High,Average,Healthy Sleep,0.5049415064154527,-0.08465245807842814,0.6613991013752177,0.48125673548773673,1.2241438564120333,1817,1886,69,69
22,95,Medium,High,Yes,6,69,Medium,Yes,1,Low,Medium,Public,Positive,3,No,College,Near,Female,72,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,2,1,0,1,High,Good,Normal Sleep,0.3380005269875655,1.3010367101449791,-0.7009902556898064,-0.42160289074420915,-0.40124168605466753,2090,1518,66,22
22,83,Medium,High,Yes,5,82,Medium,Yes,2,Low,High,Public,Positive,3,No,Postgraduate,Near,Female,71,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,2,1,0,2,High,Average,Low Sleep,0.3380005269875655,0.26176983397742365,-1.3821849342223185,0.48125673548773673,0.41145108517868284,1826,1804,66,44
22,87,High,High,No,5,80,Low,Yes,2,Low,High,Public,Negative,3,No,High School,Near,Female,70,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2,2,0,0,2,High,Good,Low Sleep,0.3380005269875655,0.6081921260332754,-1.3821849342223185,0.3423552545289758,0.41145108517868284,1914,1760,66,44
16,92,Medium,High,Yes,5,85,Low,Yes,1,Low,Medium,Public,Neutral,2,No,High School,Moderate,Male,68,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,2,0,0,1,Medium,Good,Low Sleep,-0.6636453495797573,1.0412199911030902,-1.3821849342223185,0.6896089569258781,-0.40124168605466753,1472,1360,32,16
21,86,Low,Medium,Yes,5,51,Medium,Yes,2,Low,High,Public,Positive,2,No,High School,Moderate,Female,67,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,1,1,0,2,High,Good,Low Sleep,0.17105954755967837,0.5215865530193126,-1.3821849342223185,-1.6717162193730573,0.41145108517868284,1806,1071,42,42
