item_identifier,item_weight,item_fat_content,item_visibility,item_type,item_mrp,outlet_identifier,outlet_establishment_year,outlet_size,outlet_location_type,outlet_type
FDJ10,5.095,Regular,0.216762584,Snack Foods,142.28,OUT010,1998,Unknown,Tier 3,Grocery Store
FDW36,11.15,Low Fat,0.057254675,Baking Goods,104.06,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDW21,5.34,Regular,0,Snack Foods,101.04,OUT010,1998,Unknown,Tier 3,Grocery Store
FDY19,19.75,Low Fat,0.041598912,Fruits and Vegetables,118.05,OUT017,2007,Unknown,Tier 2,Supermarket Type1
DRE03,19.6,Low Fat,0.024206741,Dairy,47.07,OUT013,1987,High,Tier 3,Supermarket Type1
NCC55,10.695,Low Fat,0.063862271,Household,38.18,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDH52,9.42,Regular,0.073484791,Frozen Foods,63.62,OUT010,1998,Unknown,Tier 3,Grocery Store
FDO09,13.5,Regular,0.125983278,Snack Foods,264.69,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDU43,19.35,Regular,0.058161092,Fruits and Vegetables,239.46,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDX09,9,Low Fat,0.1092139,Snack Foods,175.04,OUT010,1998,Unknown,Tier 3,Grocery Store
FDH40,11.6,Regular,0.138195491,Frozen Foods,83.13,OUT019,1985,Small,Tier 1,Grocery Store
FDW58,20.75,Low Fat,0.007595816,Snack Foods,104.46,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDC47,15,Low Fat,0.11956313,Snack Foods,227.27,OUT017,2007,Unknown,Tier 2,Supermarket Type1
NCR41,17.85,Low Fat,0.018020588,Health and Hygiene,94.41,OUT035,2004,Small,Tier 2,Supermarket Type1
DRG49,7.81,Low Fat,0.067442541,Soft Drinks,244.75,OUT035,2004,Small,Tier 2,Supermarket Type1
FDC52,11.15,Regular,0.008239804,Dairy,152.27,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDY13,12.1,Low Fat,0.030127406,Canned,74.57,OUT046,1997,Small,Tier 1,Supermarket Type1
FDY35,17.6,Regular,0.016014343,Breads,44.04,OUT013,1987,High,Tier 3,Supermarket Type1
FDI35,14,Low Fat,0.041524729,Starchy Foods,181.76,OUT017,2007,Unknown,Tier 2,Supermarket Type1
NCU18,15.1,Low Fat,0.055926872,Household,141.45,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDY33,14.5,Regular,0.097597084,Snack Foods,158.53,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDC15,18.1,Low Fat,0.177107232,Dairy,157.53,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDU01,20.25,Regular,0,Canned,186.49,OUT049,1999,Medium,Tier 1,Supermarket Type1
NCU42,9,Low Fat,0.019506654,Household,169.55,OUT046,1997,Small,Tier 1,Supermarket Type1
NCV29,11.8,Low Fat,0.022936556,Health and Hygiene,177.67,OUT018,2009,Medium,Tier 3,Supermarket Type2
NCY30,20.25,Low Fat,0.02610006,Household,182.9,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDQ46,7.51,Low Fat,0.103974431,Snack Foods,112.15,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDG58,10.695,Regular,0.086360962,Snack Foods,153.8,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDK33,17.85,Low Fat,0.011298801,Snack Foods,213.26,OUT017,2007,Unknown,Tier 2,Supermarket Type1
NCD07,9.1,Low Fat,0.055541153,Household,115.65,OUT045,2002,Unknown,Tier 2,Supermarket Type1
NCX29,10,Low Fat,0.088720803,Health and Hygiene,144.41,OUT027,1985,Medium,Tier 3,Supermarket Type3
NCT42,5.88,Low Fat,0.024866609,Household,148.34,OUT013,1987,High,Tier 3,Supermarket Type1
DRN59,15,Low Fat,0.064129493,Hard Drinks,45.91,OUT035,2004,Small,Tier 2,Supermarket Type1
FDI44,16.1,Low Fat,0.100213917,Fruits and Vegetables,79.03,OUT035,2004,Small,Tier 2,Supermarket Type1
FDA45,21.25,Low Fat,0.155621254,Snack Foods,178.24,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDP31,21.1,Regular,0.161832494,Fruits and Vegetables,65.72,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDY01,11.8,Regular,0.170283492,Canned,115.18,OUT046,1997,Small,Tier 1,Supermarket Type1
FDT09,15.15,Regular,0.012313256,Snack Foods,132.83,OUT018,2009,Medium,Tier 3,Supermarket Type2
DRH03,17.25,Low Fat,0,Dairy,94.81,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDA36,5.985,Low Fat,0.005689466,Baking Goods,186.69,OUT018,2009,Medium,Tier 3,Supermarket Type2
NCF31,9.13,Low Fat,0.052140695,Household,153.4,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDG14,9,Regular,0.050579228,Canned,151.3,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDG28,9.285,Regular,0.04904165,Frozen Foods,245.51,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDU14,17.75,Low Fat,0.034806679,Dairy,250.18,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDY47,8.6,Regular,0.095395258,Breads,131.13,OUT019,1985,Small,Tier 1,Grocery Store
FDI56,7.325,Low Fat,0.093530571,Fruits and Vegetables,90.41,OUT049,1999,Medium,Tier 1,Supermarket Type1
DRD01,12.1,Regular,0.061124626,Soft Drinks,56.46,OUT013,1987,High,Tier 3,Supermarket Type1
FDM22,14,Regular,0,Snack Foods,54.86,OUT046,1997,Small,Tier 1,Supermarket Type1
FDH33,12.85,Low Fat,0.121624114,Snack Foods,42.24,OUT013,1987,High,Tier 3,Supermarket Type1
DRZ24,7.535,Low Fat,0.081719458,Soft Drinks,118.44,OUT013,1987,High,Tier 3,Supermarket Type1
NCQ38,16.35,Low Fat,0.01336643,Others,105.23,OUT046,1997,Small,Tier 1,Supermarket Type1
FDO16,5.48,Low Fat,0.015035032,Frozen Foods,84.02,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDU07,11.1,Low Fat,0.059557164,Fruits and Vegetables,149.24,OUT027,1985,Medium,Tier 3,Supermarket Type3
NCB07,19.2,Low Fat,0.077443049,Household,194.51,OUT013,1987,High,Tier 3,Supermarket Type1
FDU48,18.85,Low Fat,0.055470721,Baking Goods,132.13,OUT045,2002,Unknown,Tier 2,Supermarket Type1
NCM43,14.5,Low Fat,0.019514867,Others,165.12,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDR31,6.46,Regular,0.08228859,Fruits and Vegetables,144.41,OUT010,1998,Unknown,Tier 3,Grocery Store
DRK49,14.15,Low Fat,0.036090136,Soft Drinks,41.11,OUT018,2009,Medium,Tier 3,Supermarket Type2
NCI30,20.25,Low Fat,0.098645981,Household,244.75,OUT010,1998,Unknown,Tier 3,Grocery Store
DRD60,15.7,Low Fat,0.03744271,Soft Drinks,181.16,OUT017,2007,Unknown,Tier 2,Supermarket Type1
NCG19,20.25,Low Fat,0.147933567,Household,235.36,OUT046,1997,Small,Tier 1,Supermarket Type1
FDH12,9.6,Low Fat,0.084937598,Baking Goods,105.03,OUT035,2004,Small,Tier 2,Supermarket Type1
FDM32,20.5,Low Fat,0.020601136,Fruits and Vegetables,91.68,OUT035,2004,Small,Tier 2,Supermarket Type1
FDM27,12.35,Regular,0.158439388,Meat,156.09,OUT035,2004,Small,Tier 2,Supermarket Type1
NCU53,5.485,Low Fat,0,Health and Hygiene,165.78,OUT027,1985,Medium,Tier 3,Supermarket Type3
NCQ18,15.75,Low Fat,0.135072801,Household,99.17,OUT046,1997,Small,Tier 1,Supermarket Type1
FDS10,19.2,Low Fat,0.035156307,Snack Foods,179.13,OUT013,1987,High,Tier 3,Supermarket Type1
FDB33,17.75,Low Fat,0.014509564,Fruits and Vegetables,157.43,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDI12,9.395,Regular,0.100315391,Baking Goods,85.89,OUT013,1987,High,Tier 3,Supermarket Type1
NCW42,18.2,Low Fat,0.058420325,Household,221.45,OUT013,1987,High,Tier 3,Supermarket Type1
NCC06,19,Low Fat,0.027096298,Household,128.63,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDW02,4.805,Regular,0.037912667,Dairy,125.87,OUT017,2007,Unknown,Tier 2,Supermarket Type1
NCD43,8.85,Low Fat,0.016110572,Household,104.3,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDM57,11.65,Regular,0.076158144,Snack Foods,82.99,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDA58,9.395,Low Fat,0.104338095,Snack Foods,236.89,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDK56,9.695,Low Fat,0.129998012,Fruits and Vegetables,185.19,OUT046,1997,Small,Tier 1,Supermarket Type1
FDP52,18.7,Regular,0,Frozen Foods,231.2,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDW20,20.75,Low Fat,0.024247803,Fruits and Vegetables,123.97,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDS52,8.89,Low Fat,0.005483027,Frozen Foods,100.4,OUT049,1999,Medium,Tier 1,Supermarket Type1
NCT29,12.6,Low Fat,0.064371885,Health and Hygiene,119.84,OUT018,2009,Medium,Tier 3,Supermarket Type2
NCL54,12.6,Low Fat,0.082684949,Household,176.61,OUT013,1987,High,Tier 3,Supermarket Type1
FDC05,13.1,Regular,0.098984923,Frozen Foods,198.28,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDF34,9.3,Regular,0.014016743,Snack Foods,196.81,OUT035,2004,Small,Tier 2,Supermarket Type1
FDP03,5.15,Regular,0.060880827,Meat,124.44,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDD32,17.7,Regular,0.068511767,Fruits and Vegetables,83.23,OUT010,1998,Unknown,Tier 3,Grocery Store
FDZ10,17.85,Low Fat,0,Snack Foods,127.5,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDZ40,8.935,Low Fat,0.04017515,Frozen Foods,54.13,OUT035,2004,Small,Tier 2,Supermarket Type1
FDD51,11.15,Low Fat,0.120441348,Dairy,43.77,OUT018,2009,Medium,Tier 3,Supermarket Type2
NCY30,20.25,Low Fat,0.045440803,Household,179.6,OUT019,1985,Small,Tier 1,Grocery Store
FDP58,11.1,Low Fat,0.135906738,Snack Foods,217.95,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDV49,10,Low Fat,0.025973288,Canned,264.32,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDY24,4.88,Regular,0.23372937,Baking Goods,52.43,OUT019,1985,Small,Tier 1,Grocery Store
NCO55,12.8,Low Fat,0.091552173,Others,107.19,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDR13,9.895,Regular,0.028883289,Canned,116.65,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDS51,13.35,Low Fat,0.03236252,Meat,62.02,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDP26,7.785,Low Fat,0.139835844,Dairy,104.73,OUT045,2002,Unknown,Tier 2,Supermarket Type1
NCB54,8.76,Low Fat,0.049810328,Health and Hygiene,129.23,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDF32,16.35,Low Fat,0.068466049,Fruits and Vegetables,197.14,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDN31,11.5,Low Fat,0.073178424,Fruits and Vegetables,189.15,OUT018,2009,Medium,Tier 3,Supermarket Type2
DRM48,15.2,Low Fat,0.113535259,Soft Drinks,36.08,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDN20,19.35,Low Fat,0.026222599,Fruits and Vegetables,169.05,OUT049,1999,Medium,Tier 1,Supermarket Type1
DRL01,19.5,Regular,0,Soft Drinks,233.2,OUT046,1997,Small,Tier 1,Supermarket Type1
FDV56,16.1,Regular,0.01361686,Fruits and Vegetables,107.26,OUT049,1999,Medium,Tier 1,Supermarket Type1
DRH13,8.575,Low Fat,0.023770288,Soft Drinks,107.73,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDA03,18.5,Regular,0.045720935,Dairy,145.61,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDF47,20.85,Low Fat,0.097145513,Starchy Foods,223.87,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDX32,15.1,Regular,0.099858247,Fruits and Vegetables,146.48,OUT046,1997,Small,Tier 1,Supermarket Type1
FDX57,17.25,Regular,0.047339698,Snack Foods,96.51,OUT049,1999,Medium,Tier 1,Supermarket Type1
NCA30,19,Low Fat,0.129596025,Household,190.59,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDO49,10.6,Regular,0.033024663,Breakfast,49.3,OUT013,1987,High,Tier 3,Supermarket Type1
FDL04,19,Low Fat,0.195963464,Frozen Foods,105.16,OUT019,1985,Small,Tier 1,Grocery Store
DRM48,15.2,Low Fat,0.112875322,Soft Drinks,37.28,OUT035,2004,Small,Tier 2,Supermarket Type1
FDR16,5.845,Regular,0.104930609,Frozen Foods,212.32,OUT013,1987,High,Tier 3,Supermarket Type1
NCC19,6.57,Low Fat,0.097275225,Household,192.68,OUT018,2009,Medium,Tier 3,Supermarket Type2
NCE42,21.1,Low Fat,0.010623794,Household,235.5,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDY24,4.88,Regular,0.134248297,Baking Goods,54.93,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDH19,19.35,Low Fat,0.033139916,Meat,175.47,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDJ46,11.1,Low Fat,0.044786137,Snack Foods,173.41,OUT013,1987,High,Tier 3,Supermarket Type1
FDN45,19.35,Low Fat,0.197679823,Snack Foods,224.61,OUT010,1998,Unknown,Tier 3,Grocery Store
FDY08,9.395,Regular,0.171042873,Fruits and Vegetables,139.98,OUT035,2004,Small,Tier 2,Supermarket Type1
FDZ37,8.1,Regular,0.019764765,Canned,86.62,OUT035,2004,Small,Tier 2,Supermarket Type1
NCT30,9.1,Low Fat,0.080455726,Household,47.37,OUT045,2002,Unknown,Tier 2,Supermarket Type1
DRY23,9.395,Regular,0.109540783,Soft Drinks,41.91,OUT018,2009,Medium,Tier 3,Supermarket Type2
NCZ30,6.59,Low Fat,0.026291649,Household,121.71,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDC44,15.6,Low Fat,0.173299972,Fruits and Vegetables,113.35,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDB45,20.85,Low Fat,0.021325759,Fruits and Vegetables,104.63,OUT035,2004,Small,Tier 2,Supermarket Type1
FDY04,17.7,Regular,0.042441097,Frozen Foods,163.22,OUT013,1987,High,Tier 3,Supermarket Type1
FDM27,12.35,Regular,0,Meat,158.89,OUT046,1997,Small,Tier 1,Supermarket Type1
FDZ43,11,Regular,0.057381292,Fruits and Vegetables,241.25,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDT39,6.26,Regular,0.017277445,Meat,150.74,OUT019,1985,Small,Tier 1,Grocery Store
NCC06,19,Low Fat,0.047249645,Household,126.73,OUT019,1985,Small,Tier 1,Grocery Store
FDL15,17.85,Low Fat,0.046408928,Meat,153.57,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDL57,15.1,Regular,0.067456225,Snack Foods,257.53,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDU08,10.3,Low Fat,0.027315417,Fruits and Vegetables,98.7,OUT046,1997,Small,Tier 1,Supermarket Type1
FDK40,7.035,Low Fat,0.021972988,Frozen Foods,264.09,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDQ12,12.65,Low Fat,0.059270332,Baking Goods,229.1,OUT010,1998,Unknown,Tier 3,Grocery Store
FDS48,15.15,Low Fat,0.027936385,Baking Goods,151.17,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDP09,19.75,Low Fat,0.033958586,Snack Foods,212.09,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDW21,5.34,Regular,0.005973153,Snack Foods,99.04,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDY25,12,Low Fat,0.033968012,Canned,181.1,OUT035,2004,Small,Tier 2,Supermarket Type1
DRE13,6.28,Low Fat,0.027861814,Soft Drinks,85.52,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDV43,16,Low Fat,0.134564284,Fruits and Vegetables,42.71,OUT019,1985,Small,Tier 1,Grocery Store
FDD22,10,Low Fat,0.099851786,Snack Foods,111.75,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDM46,7.365,Low Fat,0.280083047,Snack Foods,92.71,OUT019,1985,Small,Tier 1,Grocery Store
NCO30,19.5,Low Fat,0.026320247,Household,184.96,OUT010,1998,Unknown,Tier 3,Grocery Store
FDM25,10.695,Regular,0.060665739,Breakfast,173.77,OUT046,1997,Small,Tier 1,Supermarket Type1
NCN41,17,Low Fat,0.052290474,Health and Hygiene,122.87,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDU24,6.78,Regular,0.140447292,Baking Goods,93.31,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDZ50,12.8,Regular,0.079076331,Dairy,183.76,OUT046,1997,Small,Tier 1,Supermarket Type1
FDP45,15.7,Regular,0.030599358,Snack Foods,251.47,OUT013,1987,High,Tier 3,Supermarket Type1
NCM54,17.7,Low Fat,0.051042366,Household,126.17,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDW10,21.2,Low Fat,0.123745045,Snack Foods,175.34,OUT019,1985,Small,Tier 1,Grocery Store
FDP20,19.85,Low Fat,0.04592756,Fruits and Vegetables,127.9,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDK32,16.25,Regular,0.048975573,Fruits and Vegetables,151.07,OUT046,1997,Small,Tier 1,Supermarket Type1
FDN52,9.395,Regular,0.13177444,Frozen Foods,87.72,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDM58,16.85,Regular,0,Snack Foods,111.05,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDZ46,7.485,Low Fat,0.068788985,Snack Foods,110.82,OUT027,1985,Medium,Tier 3,Supermarket Type3
NCA18,10.1,Low Fat,0.05630601,Household,117.15,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDD35,12.15,Low Fat,0.025864429,Starchy Foods,121.84,OUT046,1997,Small,Tier 1,Supermarket Type1
NCK31,10.895,Low Fat,0.02704266,Others,49.47,OUT035,2004,Small,Tier 2,Supermarket Type1
FDI40,11.5,Regular,0.124994714,Frozen Foods,100.54,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDT50,6.75,Regular,0.189512493,Dairy,97.78,OUT019,1985,Small,Tier 1,Grocery Store
NCT06,17.1,Low Fat,0.038737554,Household,164.78,OUT046,1997,Small,Tier 1,Supermarket Type1
FDT31,19.75,Low Fat,0.012445941,Fruits and Vegetables,187.89,OUT035,2004,Small,Tier 2,Supermarket Type1
FDT45,15.85,Low Fat,0.05740255,Snack Foods,53.1,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDT13,14.85,Low Fat,0.018609305,Canned,187.12,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDO50,16.25,Low Fat,0.078327268,Canned,90.98,OUT045,2002,Unknown,Tier 2,Supermarket Type1
NCU18,15.1,Low Fat,0.093464804,Household,140.85,OUT010,1998,Unknown,Tier 3,Grocery Store
NCR54,16.35,Low Fat,0.090702992,Household,195.11,OUT049,1999,Medium,Tier 1,Supermarket Type1
NCO18,13.15,Low Fat,0.024751688,Household,178.27,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDU09,7.71,Regular,0.0667322,Snack Foods,56.3,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDT13,14.85,Low Fat,0.018647294,Canned,187.52,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDE09,8.775,Low Fat,0.021603383,Fruits and Vegetables,112.22,OUT046,1997,Small,Tier 1,Supermarket Type1
NCK53,11.6,Low Fat,0.065799906,Health and Hygiene,101.1,OUT019,1985,Small,Tier 1,Grocery Store
FDG45,8.1,Low Fat,0,Fruits and Vegetables,213.29,OUT049,1999,Medium,Tier 1,Supermarket Type1
DRH15,8.775,Low Fat,0.109890489,Dairy,45.04,OUT035,2004,Small,Tier 2,Supermarket Type1
FDO21,11.6,Regular,0.017093789,Snack Foods,224.04,OUT019,1985,Small,Tier 1,Grocery Store
FDD14,20.7,Low Fat,0.16898615,Canned,184.23,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDC09,15.5,Regular,0.026302004,Fruits and Vegetables,102.73,OUT046,1997,Small,Tier 1,Supermarket Type1
FDH45,15.1,Regular,0.105155137,Fruits and Vegetables,43.28,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDV32,7.785,Low Fat,0.088708388,Fruits and Vegetables,65.05,OUT046,1997,Small,Tier 1,Supermarket Type1
FDG12,6.635,Regular,0.00632491,Baking Goods,119.11,OUT035,2004,Small,Tier 2,Supermarket Type1
FDS32,17.75,Regular,0.029629236,Fruits and Vegetables,140.18,OUT013,1987,High,Tier 3,Supermarket Type1
NCL55,12.15,Low Fat,0.064924087,Others,251.2,OUT018,2009,Medium,Tier 3,Supermarket Type2
DRE01,10.1,Low Fat,0.167123591,Soft Drinks,243.55,OUT035,2004,Small,Tier 2,Supermarket Type1
DRE15,13.35,Low Fat,0.017813048,Dairy,77,OUT049,1999,Medium,Tier 1,Supermarket Type1
NCL42,18.85,Low Fat,0.04045348,Household,247.01,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDP31,21.1,Regular,0.161370557,Fruits and Vegetables,64.02,OUT013,1987,High,Tier 3,Supermarket Type1
FDN33,6.305,Regular,0.123617286,Snack Foods,93.54,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDZ59,6.63,Regular,0.104021582,Baking Goods,164.85,OUT046,1997,Small,Tier 1,Supermarket Type1
FDE45,12.1,Low Fat,0.067549872,Fruits and Vegetables,178.3,OUT010,1998,Unknown,Tier 3,Grocery Store
FDJ07,7.26,Low Fat,0.01441152,Meat,118.42,OUT013,1987,High,Tier 3,Supermarket Type1
FDQ45,9.5,Regular,0.010961524,Snack Foods,184.46,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDM33,15.6,Low Fat,0.087294906,Snack Foods,219.18,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDO15,16.75,Regular,0.014338639,Meat,75.7,OUT010,1998,Unknown,Tier 3,Grocery Store
FDM46,7.365,Low Fat,0.159834724,Snack Foods,92.51,OUT013,1987,High,Tier 3,Supermarket Type1
FDR03,15.7,Regular,0.008753653,Meat,205.7,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDY49,17.2,Regular,0.012061003,Canned,166.42,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDQ60,6.195,Regular,0.109596256,Baking Goods,118.81,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDW10,21.2,Low Fat,0,Snack Foods,176.14,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDO51,6.785,Regular,0.042047755,Meat,44.61,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDJ40,13.6,Regular,0.049791265,Frozen Foods,108.79,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDS20,8.85,Low Fat,0.054086343,Fruits and Vegetables,182.23,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDU45,15.6,Regular,0.035476594,Snack Foods,112.45,OUT013,1987,High,Tier 3,Supermarket Type1
FDV02,16.75,Low Fat,0.060534179,Dairy,169.41,OUT035,2004,Small,Tier 2,Supermarket Type1
FDN09,14.15,Low Fat,0.034874689,Snack Foods,242.28,OUT046,1997,Small,Tier 1,Supermarket Type1
NCM55,15.6,Low Fat,0.066403009,Others,186.69,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDN23,6.575,Regular,0.075815345,Breads,144.64,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDY31,5.98,Low Fat,0.072915282,Fruits and Vegetables,145.14,OUT010,1998,Unknown,Tier 3,Grocery Store
FDW03,5.63,Regular,0.041077066,Meat,106.53,OUT010,1998,Unknown,Tier 3,Grocery Store
FDD14,20.7,Low Fat,0.169808455,Canned,183.43,OUT046,1997,Small,Tier 1,Supermarket Type1
FDV23,11,Low Fat,0.106435421,Breads,125.7,OUT017,2007,Unknown,Tier 2,Supermarket Type1
DRI03,6.03,Low Fat,0.022749737,Dairy,175.7,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDN13,18.6,Low Fat,0.152029528,Breakfast,99.34,OUT035,2004,Small,Tier 2,Supermarket Type1
FDF45,18.2,Regular,0.01214561,Fruits and Vegetables,59.79,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDU46,10.3,Regular,0.011124197,Snack Foods,87.45,OUT035,2004,Small,Tier 2,Supermarket Type1
FDB57,20.25,Regular,0.018834342,Fruits and Vegetables,222.38,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDV12,16.7,Regular,0,Baking Goods,99.64,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDQ58,7.315,Low Fat,0.015289106,Snack Foods,151.13,OUT013,1987,High,Tier 3,Supermarket Type1
NCA18,10.1,Low Fat,0.056394771,Household,115.95,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDH52,9.42,Regular,0,Frozen Foods,61.32,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDM24,6.135,Regular,0.079650513,Baking Goods,150.14,OUT018,2009,Medium,Tier 3,Supermarket Type2
NCP43,17.75,Low Fat,0.030359318,Others,181.17,OUT027,1985,Medium,Tier 3,Supermarket Type3
NCO18,13.15,Low Fat,0.04316119,Household,176.47,OUT019,1985,Small,Tier 1,Grocery Store
FDM32,20.5,Low Fat,0.020721583,Fruits and Vegetables,91.18,OUT017,2007,Unknown,Tier 2,Supermarket Type1
NCL07,13.85,Low Fat,0.031515822,Others,37.95,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDK03,12.6,Regular,0.073858923,Dairy,253.24,OUT013,1987,High,Tier 3,Supermarket Type1
FDP59,20.85,Regular,0.056785107,Breads,102.26,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDQ24,15.7,Low Fat,0,Baking Goods,250.67,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDQ16,19.7,Low Fat,0.041908424,Frozen Foods,109.59,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDU44,12.15,Regular,0.058377105,Fruits and Vegetables,160.66,OUT013,1987,High,Tier 3,Supermarket Type1
FDH28,15.85,Regular,0.184169331,Frozen Foods,38.65,OUT010,1998,Unknown,Tier 3,Grocery Store
FDV28,16.1,Regular,0.279663801,Frozen Foods,35.66,OUT019,1985,Small,Tier 1,Grocery Store
FDM22,14,Regular,0.042042857,Snack Foods,53.86,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDR56,15.5,Regular,0.100765839,Fruits and Vegetables,196.08,OUT046,1997,Small,Tier 1,Supermarket Type1
FDV39,11.3,Low Fat,0.007291207,Meat,196.84,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDU37,9.5,Regular,0.182980378,Canned,80.5,OUT019,1985,Small,Tier 1,Grocery Store
